index,总数,总价,平米单价,小区,所在区,户型,楼层,面积,户型结构,建筑类型,朝向,建筑结构,装修情况,梯户比例,电梯与否,发布年,发布月,发布日
100,170777.0,153.0,17213.0,金茂悦龙山,龙泉驿,3室2厅1厨2卫,高楼层 (共33层),88.89㎡,平层,塔楼,东南,钢混结构,精装,两梯五户,有,2022,6,25.0
193,170777.0,155.0,18521.0,优地B区,武侯,2室1厅1厨1卫,高楼层 (共17层),83.69㎡,平层,板楼,东南,框架结构,精装,两梯六户,有,2022,6,14.0
307,170783.0,123.0,13649.0,合能四季城一期,郫都,3室2厅1厨1卫,低楼层 (共29层),90.12㎡,平层,塔楼,西南,钢混结构,简装,三梯六户,有,2022,6,20.0
324,170783.0,235.0,19559.0,金牛万达D组团,金牛,3室1厅1厨2卫,高楼层 (共32层),120.15㎡,平层,塔楼,北,钢混结构,精装,三梯八户,有,2022,6,25.0
403,170780.0,189.0,24473.0,绿地468公馆三期,锦江,2室2厅1厨1卫,高楼层 (共32层),77.23㎡,平层,塔楼,西南,钢混结构,简装,两梯六户,有,2022,6,18.0
445,170781.0,171.0,18209.0,华润国际社区,龙泉驿,4室2厅1厨1卫,低楼层 (共41层),93.91㎡,平层,板塔结合,东北,钢混结构,精装,三梯八户,有,2022,6,26.0
647,170785.0,142.0,17156.0,蓝润棠湖春天,双流,3室2厅1厨1卫,低楼层 (共16层),82.77㎡,平层,板楼,东,钢混结构,简装,两梯六户,有,2022,6,8.0
650,170785.0,142.0,25795.0,川大新南村,武侯,2室1厅1厨1卫,中楼层 (共7层),55.05㎡,平层,暂无数据,南 西南,未知结构,精装,一梯两户,无,2022,6,6.0
1056,170791.0,48.0,11671.0,兴元绿洲一期,金牛,1室1厅1厨1卫,中楼层 (共22层),41.13㎡,平层,塔楼,西南,框架结构,精装,两梯八户,有,2022,6,22.0
1426,170789.0,94.0,11799.0,绿地国际花都三期,郫都,2室1厅1厨1卫,高楼层 (共32层),79.67㎡,平层,塔楼,东北,钢混结构,精装,两梯六户,有,2022,6,11.0
1638,170793.0,125.0,13590.0,和信孔雀天成,温江,2室2厅1厨1卫,低楼层 (共33层),91.98㎡,平层,板塔结合,东南 南,钢混结构,其他,三梯七户,有,2022,6,23.0
1650,170792.0,102.0,15069.0,合能珍宝琥珀,温江,2室2厅1厨1卫,高楼层 (共34层),67.69㎡,平层,板塔结合,东南,钢混结构,精装,两梯八户,有,2022,6,23.0
1939,170791.0,170.0,18495.0,保利紫薇花语,龙泉驿,3室2厅1厨2卫,高楼层 (共34层),91.92㎡,平层,板塔结合,东南,钢混结构,精装,两梯五户,有,2022,5,29.0
2106,170794.0,182.0,14531.0,府河音乐花园,天府新区,3室2厅1厨2卫,中楼层 (共6层),125.25㎡,错层,板塔结合,南,混合结构,简装,一梯两户,无,2022,4,9.0
2137,170792.0,157.0,20212.0,万科第五城,双流,3室2厅1厨1卫,低楼层 (共27层),77.68㎡,平层,塔楼,南,钢混结构,精装,两梯六户,有,2022,4,2.0
2142,170792.0,87.0,16277.0,高升瑞景,武侯,2室1厅1厨1卫,中楼层 (共20层),53.45㎡,平层,板楼,西南,框架结构,简装,三梯十九户,有,2022,5,8.0
2147,170792.0,350.0,35664.0,龙湖九里晴川,高新,3室2厅1厨2卫,高楼层 (共23层),98.14㎡,平层,板塔结合,东,钢混结构,精装,两梯四户,有,2022,5,31.0
2176,170788.0,276.0,23392.0,世纪金沙,青羊,3室2厅1厨2卫,高楼层 (共24层),117.99㎡,平层,塔楼,东北,钢混结构,简装,两梯四户,有,2022,5,18.0
2359,170786.0,139.0,17197.0,美洲花园棕榈湾,高新,2室1厅1厨1卫,低楼层 (共22层),80.83㎡,平层,板楼,东南,钢混结构,精装,两梯七户,有,2022,4,2.0
2673,170786.0,168.0,24362.0,成华奥园广场二期,成华,2室1厅1厨1卫,低楼层 (共32层),68.96㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,6,1.0
2843,170781.0,95.0,11326.0,交大智能六期,金牛,2室2厅1厨1卫,中楼层 (共7层),83.88㎡,平层,板楼,南 北,混合结构,精装,一梯九户,无,2022,6,28.0
2902,170784.0,222.0,25716.0,龙湖三千城A区,成华,3室2厅1厨1卫,高楼层 (共34层),86.33㎡,平层,板塔结合,南 北,钢混结构,精装,三梯六户,有,2022,6,1.0
2922,170784.0,143.5,21759.0,中铁二局玛塞城,成华,2室2厅1厨1卫,中楼层 (共33层),65.95㎡,平层,塔楼,东南,钢混结构,精装,两梯六户,有,2022,6,8.0
4067,170853.0,170.0,22998.0,蓝光乐彩城一期,成华,3室1厅1厨1卫,高楼层 (共41层),73.92㎡,平层,塔楼,南,框架结构,精装,三梯八户,有,2022,1,7.0
5618,170873.0,108.0,15700.0,金科一城,成华,2室1厅1厨1卫,高楼层 (共20层),68.79㎡,平层,塔楼,西,框架结构,精装,两梯八户,有,2022,3,9.0
8099,170793.0,73.0,9787.0,华府幸福城A区,龙泉驿,3室1厅1厨1卫,中楼层 (共34层),74.59㎡,平层,塔楼,东,钢混结构,毛坯,三梯八户,有,2022,6,23.0
8487,170807.0,106.0,10092.0,红牌楼北街16号院,武侯,3室1厅1厨1卫,中楼层 (共7层),105.04㎡,平层,板楼,东,钢混结构,其他,一梯两户,无,2022,3,18.0
9099,171090.0,100.0,13275.0,中铁塔米亚,郫都,2室2厅1厨1卫,中楼层 (共17层),75.33㎡,平层,板塔结合,西北,钢混结构,毛坯,两梯六户,有,2022,7,3.0
9272,171090.0,190.0,21591.0,望江锦园,锦江,3室2厅1厨1卫,高楼层 (共35层),88㎡,平层,塔楼,东北,钢混结构,简装,三梯八户,有,2022,6,30.0
9446,171098.0,215.0,24311.0,龙湖金楠天街,武侯,3室1厅1厨1卫,低楼层 (共24层),88.44㎡,平层,塔楼,东北,钢混结构,精装,两梯七户,有,2022,6,28.0
9643,171120.0,175.0,21319.0,合能锦城,锦江,2室1厅1厨1卫,低楼层 (共32层),82.09㎡,平层,塔楼,西北,钢混结构,其他,三梯八户,有,2022,7,1.0
9705,171098.0,92.0,14955.0,锋尚阳光,成华,1室1厅1厨1卫,低楼层 (共24层),61.52㎡,平层,塔楼,南,框架结构,精装,三梯十八户,有,2022,6,30.0
10565,171098.0,1260.0,62535.0,誉峰二期,高新,4室2厅1厨3卫,中楼层 (共30层),201.49㎡,平层,板楼,西南,钢混结构,精装,两梯两户,有,2022,6,30.0
10915,171120.0,103.0,11302.0,红花村1号,金牛,3室1厅1厨1卫,中楼层 (共7层),91.14㎡,平层,板楼,东 东北,混合结构,其他,一梯四户,无,2022,6,29.0
10988,171120.0,137.0,21238.0,鑫苑名家二期,锦江,2室1厅1厨1卫,高楼层 (共34层),64.51㎡,平层,板塔结合,东,钢混结构,其他,两梯六户,有,2022,7,1.0
11089,171098.0,65.0,7246.0,九千朝阳(夏家巷),青白江,2室1厅1厨1卫,中楼层 (共6层),89.71㎡,平层,板塔结合,东南 南 西,框架结构,其他,一梯两户,暂无数据,2022,7,3.0
11090,171098.0,135.0,13367.0,龙都国际,龙泉驿,3室1厅1厨2卫,低楼层 (共26层),101㎡,平层,板塔结合,东南,钢混结构,精装,两梯五户,有,2022,7,2.0
11095,171098.0,270.0,27758.0,天府名居,高新,3室2厅1厨1卫,中楼层 (共24层),97.27㎡,平层,塔楼,东南 东,框架结构,其他,两梯六户,有,2022,7,2.0
11483,171120.0,30.0,9291.0,首创万卷山,龙泉驿,1室1厅1厨1卫,高楼层 (共9层),32.29㎡,暂无数据,板塔结合,东北,框架结构,精装,两梯三十三户,有,2022,6,30.0
11947,171120.0,147.0,16532.0,通瑞月光湖,双流,3室1厅1厨1卫,中楼层 (共26层),88.92㎡,暂无数据,板楼,东北,钢混结构,精装,两梯六户,有,2022,7,1.0
6426,5521.0,172.0,17296.0,洲际亚洲湾A区,温江,3室1厅1厨2卫,低楼层 (共38层),99.45㎡,平层,板塔结合,东南,钢混结构,其他,两梯六户,有,2022,7,5.0
6558,5521.0,68.0,5620.0,桑园巷65号,新都,3室1厅1厨1卫,中楼层 (共6层),121㎡,平层,板塔结合,东南 南,混合结构,其他,一梯两户,无,2022,7,5.0
6569,5521.0,630.0,46816.0,朗诗熙华府,高新,3室2厅1厨2卫,中楼层 (共19层),134.57㎡,暂无数据,塔楼,东南,钢混结构,其他,两梯三户,有,2022,7,4.0
6751,5523.0,245.0,30062.0,锦城华府,青羊,2室1厅1厨1卫,高楼层 (共32层),81.5㎡,平层,板塔结合,东南,钢混结构,精装,四梯十七户,有,2022,7,4.0
7005,5524.0,415.0,30954.0,聚星城,青羊,3室2厅1厨2卫,高楼层 (共12层),134.07㎡,平层,板楼,东南,框架结构,精装,一梯四户,有,2022,7,4.0
7051,5524.0,119.8,15830.0,龙锦湾,龙泉驿,2室2厅1厨1卫,中楼层 (共33层),75.68㎡,暂无数据,塔楼,北,钢混结构,精装,三梯七户,有,2022,7,3.0
7052,5524.0,93.0,10220.0,花语岸,温江,2室1厅1厨1卫,中楼层 (共32层),91㎡,平层,板楼,东南,钢混结构,精装,两梯四户,有,2022,7,3.0
7591,5532.0,255.0,26101.0,金地天府城,高新,3室2厅1厨2卫,低楼层 (共32层),97.7㎡,平层,板塔结合,西南,钢混结构,精装,三梯六户,有,2022,7,3.0
7652,5533.0,160.0,17858.0,清水路苑,青羊,2室2厅1厨1卫,中楼层 (共18层),89.6㎡,平层,板塔结合,南,钢混结构,精装,两梯四户,有,2022,7,3.0
7694,5533.0,265.0,15988.0,碧桂园海昌天澜,天府新区,4室2厅1厨2卫,中楼层 (共26层),165.75㎡,暂无数据,暂无数据,南 北,未知结构,其他,一梯两户,暂无数据,2022,7,3.0
7816,5533.0,45.0,11396.0,空港星品地,双流,1室1厅1厨1卫,高楼层 (共14层),39.49㎡,平层,板塔结合,东南,框架结构,其他,六梯二十八户,有,2022,7,2.0
8388,5535.0,175.0,25363.0,滨江和城,天府新区,3室1厅1厨1卫,低楼层 (共34层),69㎡,暂无数据,板塔结合,西北,钢混结构,其他,三梯六户,有,2022,7,2.0
8948,171497.0,46.0,11942.0,韩国城三期,双流,2室1厅1厨1卫,中楼层 (共13层),38.52㎡,跃层,板塔结合,北,框架结构,精装,三梯二十四户,有,2022,7,6.0
9062,171504.0,38.5,4899.0,金阳美景,金堂,2室1厅1厨1卫,高楼层 (共18层),78.6㎡,平层,塔楼,东,框架结构,其他,两梯六户,有,2022,7,6.0
9085,171504.0,145.0,10525.0,景上阳光,新津,3室2厅1厨2卫,低楼层 (共6层),137.78㎡,暂无数据,塔楼,东南,混合结构,简装,一梯两户,暂无数据,2022,7,6.0
11227,171534.0,180.0,15061.0,碧桂园海德公园,双流,4室2厅1厨2卫,低楼层 (共32层),119.52㎡,平层,塔楼,西,钢混结构,毛坯,两梯二十四户,有,2022,7,2.0
8627,5584.0,64.0,12493.0,绿地国际花都三期,郫都,1室1厅1厨1卫,中楼层 (共32层),51.23㎡,暂无数据,塔楼,东南,钢混结构,其他,三梯八户,有,2022,7,7.0
8650,5584.0,350.0,31010.0,保利花园一期,武侯,3室2厅1厨2卫,低楼层 (共16层),112.87㎡,暂无数据,板楼,东南,钢混结构,其他,两梯四户,有,2022,7,7.0
8804,5586.0,182.0,19288.0,炜岸城三期,龙泉驿,3室1厅1厨1卫,高楼层 (共32层),94.36㎡,暂无数据,塔楼,西南 西,钢混结构,精装,三梯六户,有,2022,7,6.0
9642,5591.0,295.0,33176.0,中德英伦联邦A区,高新,3室1厅1厨2卫,中楼层 (共33层),88.92㎡,平层,板塔结合,东南,钢混结构,精装,三梯八户,有,2022,7,5.0
10391,5609.0,41.0,8334.0,达达公馆,天府新区,1室1厅1厨1卫,低楼层 (共32层),49.2㎡,暂无数据,塔楼,南 北,框架结构,毛坯,四梯十三户,有,2022,7,4.0
11759,5557.0,208.0,17171.0,佳兆业丽晶港,温江,4室2厅1厨2卫,高楼层 (共33层),121.14㎡,平层,板塔结合,南,钢混结构,精装,三梯五户,有,2022,7,5.0
462,170782.0,175.0,19488.0,正成艺墅洋房,青羊,3室2厅1厨1卫,低楼层 (共9层),89.8㎡,平层,塔楼,南,框架结构,简装,一梯四户,有,2022,3,3.0
789,170789.0,239.0,27727.0,桐梓林欧城,武侯,2室1厅1厨1卫,中楼层 (共21层),86.2㎡,平层,板塔结合,南,钢混结构,精装,两梯五户,有,2022,6,20.0
1052,170791.0,64.8,10967.0,钢管厂五区,锦江,2室1厅1厨1卫,中楼层 (共6层),59.09㎡,平层,板楼,南,砖混结构,简装,一梯两户,无,2022,6,18.0
1188,170790.0,129.0,14646.0,佳兆业丽晶公馆,温江,3室1厅1厨2卫,中楼层 (共34层),88.08㎡,平层,塔楼,西,钢混结构,毛坯,两梯六户,有,2020,5,20.0
1630,170793.0,98.8,11712.0,锦馨家园B区,锦江,2室2厅1厨1卫,低楼层 (共18层),84.36㎡,平层,板塔结合,北,钢混结构,简装,两梯四户,有,2022,6,20.0
1725,170794.0,110.0,10937.0,龙光玖龙府二期,新津,3室2厅1厨2卫,高楼层 (共8层),100.58㎡,平层,暂无数据,南,钢混结构,精装,一梯两户,暂无数据,2022,6,16.0
1843,170793.0,188.0,24017.0,汇厦沙河锦庭二期,成华,3室1厅1厨1卫,中楼层 (共31层),78.28㎡,平层,板塔结合,东南,钢混结构,精装,三梯八户,有,2022,5,31.0
1925,170791.0,204.0,24603.0,东原时光道,青羊,3室2厅1厨1卫,低楼层 (共22层),82.92㎡,平层,板塔结合,东,钢混结构,精装,两梯八户,有,2022,5,14.0
2966,170782.0,42.5,7415.0,红光小区(新都),新都,2室1厅1厨1卫,低楼层 (共7层),57.32㎡,平层,暂无数据,东南,未知结构,精装,一梯两户,无,2022,6,14.0
3859,170852.0,209.0,26353.0,华熙528艺术村盈都,锦江,2室2厅1厨1卫,中楼层 (共32层),79.31㎡,平层,板塔结合,东北,钢混结构,简装,三梯六户,有,2022,6,29.0
4195,170855.0,274.0,23037.0,万科城市花园,锦江,3室1厅1厨2卫,中楼层 (共6层),118.94㎡,平层,板塔结合,西,钢混结构,简装,一梯两户,无,2021,11,19.0
4962,170868.0,303.0,23661.0,鹭岛国际一二期,武侯,3室2厅1厨2卫,低楼层 (共14层),128.06㎡,平层,板楼,南,框架结构,简装,两梯三户,有,2021,6,5.0
9424,171120.0,151.0,18751.0,融创天府逸家三期,龙泉驿,3室1厅1厨1卫,中楼层 (共41层),80.53㎡,平层,塔楼,东北,钢混结构,其他,三梯六户,有,2022,6,30.0
9672,171120.0,118.0,15246.0,蜀镇金悦湖,双流,2室2厅1厨1卫,中楼层 (共12层),77.4㎡,平层,板塔结合,北,钢混结构,其他,两梯四户,有,2022,6,27.0
9738,171098.0,130.0,15818.0,首创东公元,龙泉驿,2室1厅1厨1卫,高楼层 (共34层),82.19㎡,平层,塔楼,东,钢混结构,精装,三梯六户,有,2022,6,29.0
9822,171090.0,170.0,12871.0,江安花园,双流,3室2厅1厨2卫,中楼层 (共6层),132.09㎡,平层,板塔结合,南,砖混结构,其他,一梯两户,无,2022,6,28.0
9882,171120.0,135.0,13944.0,西城御景,郫都,3室2厅1厨2卫,中楼层 (共25层),96.82㎡,平层,板塔结合,东南,框架结构,其他,两梯五户,有,2022,6,30.0
10266,171090.0,38.0,9684.0,五福桥东路8号,金牛,1室1厅1厨1卫,高楼层 (共6层),39.24㎡,平层,板楼,北 南,砖混结构,简装,一梯四户,无,2022,6,29.0
10479,171090.0,660.0,29597.0,中海龙湾半岛,武侯,4室2厅1厨4卫,中楼层 (共8层),223㎡,跃层,板楼,西,钢混结构,精装,一梯一户,有,2022,6,28.0
10553,171098.0,206.0,22856.0,香山长岛,成华,3室1厅1厨1卫,低楼层 (共33层),90.13㎡,平层,塔楼,西南,钢混结构,精装,两梯四户,有,2022,6,28.0
10636,171120.0,80.0,19153.0,时代凯悦,青羊,1室0厅1厨1卫,高楼层 (共40层),41.77㎡,平层,板塔结合,东南,框架结构,其他,六梯二十一户,有,2022,6,27.0
10671,171090.0,68.0,11851.0,禾嘉利好,金牛,1室1厅1厨1卫,中楼层 (共18层),57.38㎡,平层,板楼,西,框架结构,精装,三梯十七户,有,2022,7,2.0
10755,171090.0,535.0,33600.0,塔子山壹号,锦江,4室1厅1厨2卫,高楼层 (共33层),159.23㎡,平层,板楼,西南 东北,钢混结构,精装,两梯两户,有,2022,6,29.0
10924,171120.0,195.0,14199.0,玺龙湾,温江,4室2厅1厨2卫,高楼层 (共32层),137.34㎡,平层,板塔结合,西南,钢混结构,毛坯,三梯四户,有,2022,7,1.0
10945,171090.0,184.0,20672.0,锦蓉佳苑,锦江,2室2厅1厨1卫,低楼层 (共30层),89.01㎡,平层,板塔结合,东南,钢混结构,其他,两梯五户,有,2022,7,2.0
11015,171120.0,89.0,19951.0,纯真年代,武侯,1室1厅1厨1卫,中楼层 (共9层),44.61㎡,平层,板塔结合,南,框架结构,其他,三梯二十九户,有,2022,6,28.0
11134,171098.0,75.0,15484.0,西锦国际一期,金牛,1室1厅1厨1卫,高楼层 (共23层),48.44㎡,平层,板楼,西北,框架结构,其他,三梯十户,有,2022,7,3.0
11461,171120.0,85.0,16916.0,王府花园,高新,1室1厅1厨1卫,中楼层 (共11层),50.25㎡,暂无数据,板楼,北,框架结构,精装,两梯十四户,有,2022,6,28.0
11589,171120.0,190.0,15122.0,星辉西路8号,金牛,3室2厅1厨2卫,中楼层 (共33层),125.65㎡,暂无数据,板楼,东南,框架结构,简装,三梯六户,有,2022,7,1.0
11704,171098.0,260.0,37064.0,中航国际交流中心,高新,2室1厅1厨1卫,高楼层 (共31层),70.15㎡,暂无数据,塔楼,南,框架结构,精装,三梯九户,有,2022,7,1.0
11886,171120.0,210.0,24741.0,锐力领峰,高新,2室2厅1厨1卫,低楼层 (共33层),84.88㎡,暂无数据,板塔结合,东,钢混结构,精装,两梯四户,有,2022,6,30.0
11940,171120.0,169.0,21385.0,泛悦城市广场,成华,3室1厅1厨1卫,低楼层 (共32层),79.03㎡,暂无数据,板塔结合,南,钢混结构,精装,三梯八户,有,2022,7,2.0
6040,5520.0,205.0,25767.0,蒂梵尼TOWN,高新,2室1厅1厨1卫,低楼层 (共33层),79.56㎡,暂无数据,板塔结合,南,钢混结构,简装,三梯六户,有,2022,7,6.0
6303,5520.0,298.0,36223.0,学道街42号,锦江,3室2厅1厨1卫,中楼层 (共7层),82.27㎡,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2022,7,5.0
6475,5521.0,185.0,10804.0,上林宽境,温江,4室2厅1厨2卫,高楼层 (共6层),171.24㎡,暂无数据,板塔结合,东南,框架结构,精装,一梯两户,无,2022,7,5.0
6565,5521.0,75.0,8573.0,中房芳华美地,温江,2室1厅1厨1卫,高楼层 (共26层),87.49㎡,暂无数据,板塔结合,东南,框架结构,毛坯,一梯六户,暂无数据,2022,7,4.0
6795,5524.0,99.8,9073.0,喜悦美麓,简阳,3室2厅1厨2卫,高楼层 (共26层),110㎡,暂无数据,暂无数据,东南,未知结构,毛坯,一梯四户,暂无数据,2022,7,4.0
6805,5524.0,205.0,19710.0,领馆区1号,高新,3室2厅1厨2卫,中楼层 (共32层),104.01㎡,平层,塔楼,西南,钢混结构,其他,两梯四户,有,2022,7,4.0
7992,5534.0,318.0,28145.0,锦东庭园,锦江,3室2厅1厨2卫,中楼层 (共34层),112.99㎡,平层,板楼,东南,钢混结构,其他,三梯六户,有,2022,7,2.0
8160,5534.0,102.6,9500.0,鳌山国际,简阳,3室2厅1厨2卫,中楼层 (共11层),108㎡,暂无数据,板塔结合,东南,钢混结构,简装,两梯四户,有,2022,7,2.0
8226,5534.0,400.0,43957.0,凯德世纪名邸东庭,高新,3室2厅1厨2卫,中楼层 (共25层),91㎡,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,2022,7,2.0
8278,5534.0,82.0,6569.0,碧水馨居,温江,3室2厅1厨2卫,中楼层 (共6层),124.84㎡,错层,板楼,东南,砖混结构,其他,一梯两户,暂无数据,2022,7,2.0
8600,5536.0,47.0,12362.0,龙湖天宸原著,武侯,1室1厅1厨1卫,中楼层 (共12层),38.02㎡,暂无数据,板楼,东,框架结构,其他,两梯三十三户,有,2022,7,1.0
8980,171498.0,152.0,13443.0,七彩花都A区,温江,3室1厅1厨2卫,中楼层 (共5层),113.07㎡,暂无数据,板楼,西南,砖混结构,其他,一梯两户,无,2022,7,6.0
9951,171515.0,178.0,17806.0,傲城,郫都,3室2厅1厨2卫,中楼层 (共31层),99.97㎡,暂无数据,板塔结合,东南,框架结构,精装,两梯六户,有,2022,7,4.0
8709,5585.0,210.0,23195.0,三利麓山城本草荟,天府新区,3室2厅1厨1卫,中楼层 (共32层),90.54㎡,暂无数据,塔楼,西北 北,钢混结构,精装,两梯五户,有,2022,7,7.0
8803,5586.0,229.0,17939.0,清水路苑,青羊,3室1厅1厨1卫,低楼层 (共18层),127.66㎡,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2022,7,6.0
8806,5586.0,145.0,19012.0,莲花新区,锦江,2室1厅1厨2卫,中楼层 (共7层),76.27㎡,平层,板楼,东北,框架结构,简装,一梯两户,有,2022,7,6.0
8942,5587.0,256.0,28986.0,华润二十四城六期,成华,3室1厅1厨1卫,高楼层 (共32层),88.32㎡,暂无数据,板塔结合,西北,钢混结构,其他,两梯六户,有,2022,7,6.0
9770,5604.0,390.0,32179.0,万科翡翠公园,天府新区,4室2厅1厨2卫,高楼层 (共35层),121.2㎡,平层,板楼,南 北,钢混结构,其他,两梯四户,有,2022,7,5.0
10700,5608.0,150.0,23989.0,百卉路29号,青羊,2室1厅1厨1卫,高楼层 (共6层),62.53㎡,平层,板楼,南,砖混结构,简装,一梯四户,有,2022,7,3.0
11899,172178.0,360.0,27273.0,怀源公寓,青羊,3室0厅1厨2卫,中楼层 (共9层),132㎡,暂无数据,板塔结合,西南,框架结构,其他,一梯两户,有,2022,7,7.0
12632,172179.0,52.0,8529.0,阳光小筑二期,郫都,2室2厅1厨1卫,高楼层 (共18层),60.97㎡,平层,塔楼,东南,框架结构,简装,三梯十八户,有,2022,7,5.0
10265,5554.0,150.0,17124.0,傲城,郫都,3室2厅1厨1卫,中楼层 (共31层),87.6㎡,平层,板塔结合,西北,钢混结构,其他,两梯六户,有,2022,7,7.0
11004,5552.0,368.0,22408.0,建发中央湾区,天府新区,4室2厅1厨2卫,中楼层 (共48层),164.23㎡,暂无数据,板楼,东南,钢混结构,毛坯,一梯四户,暂无数据,2022,7,6.0
13273,172402.0,580.0,35334.0,三利云锦,天府新区,4室2厅1厨2卫,高楼层 (共39层),164.15㎡,平层,板塔结合,南,钢混结构,其他,三梯四户,有,2022,7,8.0
176,170777.0,239.0,26530.0,中信城左岸,天府新区,3室2厅1厨2卫,高楼层 (共33层),90.09㎡,平层,板塔结合,西,钢混结构,精装,两梯六户,有,2022,6,5.0
836,170789.0,84.0,9705.0,书房新邨,龙泉驿,3室1厅1厨1卫,中楼层 (共6层),86.56㎡,平层,板楼,南,混合结构,简装,一梯两户,无,2022,6,10.0
857,170788.0,178.0,19452.0,华侨城原岸,金牛,3室2厅1厨1卫,高楼层 (共30层),91.51㎡,平层,塔楼,南 西南,钢混结构,精装,两梯六户,有,2022,6,15.0
1113,170791.0,65.0,11374.0,西南电力设计院小区,成华,2室1厅1厨1卫,低楼层 (共6层),57.15㎡,平层,板楼,东南,砖混结构,简装,一梯三户,无,2022,5,17.0
1655,170792.0,108.5,15805.0,洲际春天广场,温江,2室2厅1厨1卫,中楼层 (共38层),68.65㎡,平层,板塔结合,东北,钢混结构,精装,两梯六户,有,2022,6,21.0
2145,170792.0,249.0,20254.0,西府花园,金牛,3室2厅1厨2卫,中楼层 (共11层),122.94㎡,平层,塔楼,西北,框架结构,简装,一梯四户,有,2022,3,25.0
2246,170786.0,109.6,10521.0,玺印上院,龙泉驿,3室2厅1厨1卫,中楼层 (共6层),104.18㎡,平层,板楼,东南,混合结构,简装,一梯两户,无,2021,5,4.0
2656,170786.0,228.0,26661.0,金沙西园四期,青羊,2室1厅1厨1卫,中楼层 (共26层),85.52㎡,平层,板塔结合,北,框架结构,精装,两梯六户,有,2022,5,14.0
3121,170855.0,112.0,9897.0,广福桥街14号,武侯,3室2厅1厨1卫,中楼层 (共7层),113.17㎡,平层,塔楼,西南,砖混结构,简装,一梯三户,无,2022,6,6.0
3478,170854.0,199.0,16566.0,恒大城四期,温江,3室2厅1厨2卫,低楼层 (共11层),120.13㎡,平层,板塔结合,西北,钢混结构,精装,两梯四户,有,2022,6,3.0
4725,170863.0,225.0,12795.0,康馨源,金牛,4室2厅1厨2卫,高楼层 (共9层),175.86㎡,错层,板楼,东北,钢混结构,简装,一梯四户,有,2021,7,4.0
6470,170767.0,226.0,25360.0,绿地468云玺四期,锦江,3室1厅1厨1卫,高楼层 (共40层),89.12㎡,平层,板塔结合,西北,钢混结构,精装,三梯六户,有,2022,6,4.0
9513,171120.0,143.0,18102.0,华润橡树湾A区,郫都,3室2厅1厨2卫,高楼层 (共34层),79㎡,平层,板塔结合,东南,钢混结构,精装,两梯六户,有,2022,7,3.0
9552,171120.0,65.0,10089.0,天府欧城,青白江,2室2厅1厨1卫,高楼层 (共26层),64.43㎡,平层,塔楼,南,钢混结构,精装,两梯六户,有,2022,6,28.0
9568,171090.0,130.0,16224.0,书香府邸二期英伦,郫都,2室2厅1厨1卫,中楼层 (共16层),80.13㎡,平层,板楼,东南,钢混结构,精装,两梯六户,有,2022,6,28.0
9648,171120.0,243.0,22095.0,皇冠湖壹号,龙泉驿,4室2厅1厨2卫,中楼层 (共32层),109.98㎡,平层,塔楼,南,钢混结构,精装,两梯六户,有,2022,6,28.0
11214,171098.0,43.0,6057.0,高桥B4,都江堰,2室1厅1厨1卫,中楼层 (共6层),71㎡,平层,暂无数据,东南,框架结构,其他,一梯两户,无,2022,7,3.0
11320,171090.0,130.0,14675.0,润禾花园,新都,2室2厅1厨1卫,低楼层 (共19层),88.59㎡,平层,塔楼,南 北,框架结构,精装,两梯四户,有,2022,6,27.0
11387,171098.0,248.0,22351.0,中海右岸一期,双流,3室2厅1厨2卫,高楼层 (共33层),110.96㎡,平层,塔楼,西南,砖混结构,精装,两梯六户,有,2022,7,1.0
11517,171090.0,142.0,16137.0,红枫岭二期,成华,2室2厅1厨2卫,低楼层 (共33层),88㎡,暂无数据,板塔结合,东南,钢混结构,简装,三梯六户,有,2022,6,30.0
6034,5520.0,108.0,12803.0,永兴社区,锦江,3室1厅1厨1卫,中楼层 (共7层),84.36㎡,暂无数据,板楼,西北,混合结构,简装,一梯一户,暂无数据,2022,7,6.0
6360,5520.0,255.0,28328.0,绿地468公馆三期,锦江,3室1厅1厨1卫,低楼层 (共33层),90.02㎡,平层,塔楼,西北,框架结构,精装,两梯六户,有,2022,7,5.0
6709,5523.0,132.0,20327.0,棕东小区,武侯,2室1厅1厨1卫,高楼层 (共16层),64.94㎡,平层,板楼,东 东南,钢混结构,简装,三梯十户,有,2022,7,4.0
7091,5524.0,115.0,12535.0,东立国际花城,双流,2室2厅1厨1卫,低楼层 (共15层),91.75㎡,平层,塔楼,南,钢混结构,简装,两梯四户,有,2022,7,3.0
7146,5525.0,90.0,6429.0,天立世纪华府,彭州,4室2厅1厨2卫,低楼层 (共28层),140㎡,暂无数据,塔楼,南,钢混结构,其他,一梯三户,暂无数据,2022,7,3.0
7279,5527.0,120.0,22655.0,西锦国际三期,金牛,1室2厅1厨1卫,高楼层 (共29层),52.97㎡,暂无数据,塔楼,西北,钢混结构,其他,三梯十户,有,2022,7,3.0
7362,5530.0,73.0,9359.0,天府欧城,青白江,3室1厅1厨1卫,中楼层 (共26层),78㎡,暂无数据,塔楼,东南,框架结构,其他,两梯六户,有,2022,7,3.0
